,"scrape_date","product_collections","Brand","Product","Price Per Gram","unit_of_measurement","Product_URL","THC %","CBD %","Prices","availability","product_sku","thc_percent_low_end_of_range","thc_percent_high_end_of_range","cbd_low_end_of_range","cbd_high_end_of_range","grow_method","trimming_method","growing_region","growing_region_cleaned","latitude","longitude","strain_name","plant_type","potency","brand","licensed_producer","long_product_description","Unnamed: 0","terpenes","actual_product_type","product_name_link_markdown"
80,"2023-12-30","Dried Flower","CANACA","Blend 14 Pre-Roll",5.53,"g","https://ocs.ca/products/blend-14-preroll-canaca",15.5,1.5,8.3,"In stock online",826966009969,13,18,0,3,"Hybrid-Greenhouse",,"Ontario",,,,"Not Applicable","Indica Dominant","Strong","CANACA","High Park","Blend 14 is made from carefully crafted highly aromatic blend of trichome-dense, hand-harvested hybrid cannabis and expertly grown in a sun-filled, high-tech greenhouse.  This convenient 3-pack of 0.5 g pre-rolls provide a consistent mid-range THC experience with a good burn.",,"Alpha-Pinene, Myrcene, Trans-Caryophyllene","Pre-Roll","[Pink Cookies](https://ocs.ca/products/pink-cookies-big-bag-o-buds)"
87,"2023-12-30","Dried Flower","Canaca Darts","Fruitsplosion Pre-Roll",5.99,"g","https://ocs.ca/products/fruitsplosion-pre-roll-canaca-darts",22,1,23.96,"In stock online",826966013256,19,25,0,2,"Greenhouse",,"Leamington","Leamington",42.0531166,-82.5996998,,"Sativa Dominant","Very Strong","Canaca Darts","APHRIA INC.","Canaca Darts are everything you love about Canaca Bursts milled flower in convenient pre-rolls that are ready to enjoy. Canaca Darts Fruitsplosion are a straight-style pre-roll of terpene-rich milled flower featuring the bold, unexpected flavour combination of mango, blueberry and lychee – four custom-curated strains that bring extraordinary aromas with 2% terpenes for an unforgettably fruity experience. Darts are so unbelievably bold, you’ll need to experience them to believe their strong, consistent and unique effects.",,"Alpha-Bisabolol, Alpha-Humulene, Beta-Myrcene, Caryophyllene, Nerolidol","Pre-Roll","[Kush Mints](https://ocs.ca/products/kush-mints-tweed)"
88,"2023-12-30","Dried Flower","Canaca Darts","Magic Mochaccino Pre-Roll",5.99,"g","https://ocs.ca/products/magic-mochaccino-pre-roll-canaca-darts",23,1,23.96,"In stock online",826966013263,20,26,0,2,"Greenhouse",,"Leamington","Leamington",42.0531166,-82.5996998,,"Hybrid","Very Strong","Canaca Darts","APHRIA INC.","Canaca Darts Magic Mochaccino are a straight-style pre-roll of terpene-rich milled flower featuring the bold, unexpected flavour combination of cherry, mocha and mud pie. An indulgent treat made from four custom-curated strains that bring extraordinary aromas with 2% terpenes for an unforgettably rich and earthy experience. Darts are so unbelievably bold, you’ll need to experience them to believe their strong, consistent and unique effects.",,"Alpha-Bisabolol, Caryophyllene, Limonene, Myrcene, Trans-Nerolidol","Pre-Roll","[Elios Reserve Dark Shadow Haze](https://ocs.ca/products/elios-reserve-dark-shadow-haze-elios-reserve)"
89,"2023-12-30","Dried Flower","Canaca Darts","Parmigiano Dankiano Pre-Roll",5.99,"g","https://ocs.ca/products/darts-parmigiano-dankiano-pre-roll-canaca-darts",22,0.5,23.96,"In stock online",694144015398,19,25,0,1,"Greenhouse",,"Leamington","Leamington",42.0531166,-82.5996998,,"Blend","Very Strong","Canaca Darts","APHRIA INC.","Canaca Darts Parmigiano Dankiano is a terpene-rich milled flower featuring the bold, unexpected flavour combination of black pepper, parmesan and diesel. Four custom-curated strains that bring extraordinary aromas with 2% terpenes for an unforgettably dank experience. Darts are so unbelievably bold, you’ll need to experience them to believe their strong, consistent and unique effects.",,"Alpha-Bisabolol, Caryophyllene, Limonene, Myrcene, Trans-Nerolidol","Pre-Roll","[Bush League Sour Kush Milled Flower](https://ocs.ca/products/bush-league-sour-kush-milled-flower-back-forty)"
94,"2023-12-30","Dried Flower","Carmel","Animal Face Pre-Roll",11.23,"g","https://ocs.ca/products/animal-face-pre-roll-carmel-cannabis-animal-face",29,1,11.23,,878865000073,24,34,0,2,"Hybrid-Greenhouse",,"Oro Medonte","Oro Medonte",44.5445701,-79.5489108589,"Animal Face","Sativa Dominant","Very Strong","Carmel","Carmel Pharms Corp.","At Carmel, making a great pre-roll means starting off with top-shelf whole flower and producing in small batches. Each of our pre-rolls is hand-filled into a slim cone and packaged in a pocket friendly tin with a humidity pack. Our Animal Face pre-rolls are made with, well, Animal Face. Created by crossing the Face Off OG clone with an Animal Mints male, Animal Face is a ultra-potent and flavourful sativa dominant hybrid.",,"Alpha-Pinene, Beta-Caryophyllene, Limonene, Linalool, Myrcene","Pre-Roll","[Berry Smasher](https://ocs.ca/products/berry-smasher-muskoka-grown)"
98,"2023-12-30","Dried Flower","Cheers Cannabis","Chem Cookies #44 Pre-Roll",,,"https://ocs.ca/products/chem-cookies-44-pre-roll-cheers-cannabis",29,1,,,,26,32,0,2,"Indoor",,"Varennes","Varennes",45.6834691,-73.4362737,,"Indica Dominant","Very Strong","Cheers Cannabis","10204439 CANADA INC. D.B.A. CHEERS CANNABIS INC.","The Chem Cookies #44 has a strong THC potency.  It's a high quality cannabis made in a craft production facility. It is an indica-dominant strain with a strong nose. The dominant terpenes emit spicy, lemony and earthy aromas. The flowers are light green with long brown-orange hair with trichome covered like morning frost over pine trees.",,"Beta-Caryophyllene, Beta-Myrcene, Delta-Limonene, Farnasene, Humulene","Pre-Roll","[Mango Haze Pre-Roll](https://ocs.ca/products/mango-haze-pre-roll-color-cannabis)"
100,"2023-12-30","Dried Flower","Choice Growers","The Jeffrey Pre-Roll",8.14,"g","https://ocs.ca/products/the-jeffrey-pre-roll-choice-growers-cannabis",28,2.5,8.14,,629088001855,25,31,0,5,"Indoor",,"Strathmore","Strathmore",51.0435486,-113.3998479,"The Jeffrey","Blend","Very Strong","Choice Growers","Choice Growers Cannabis Inc","The Jeffrey is a unique blend of our premium strains making for a flavourful hybrid with an exceptional terpene profile. Each Jeffrey pre-roll is trim-free and comes from small batches that are meticulously and masterfully grown. Only the tastiest, most potent strains are Jeffrey approved. This unique premium blend pre-roll is a highly potent fan-favourite.",,"Beta-Myrcene, Caryophyllene, Limonene, Linalool, Trans-Caryophyllene","Pre-Roll","[B. Banner Pre-Roll](https://ocs.ca/products/b-banner-pre-roll-argentia-gold)"
105,"2023-12-30","Dried Flower","Color Cannabis","Mango Haze Pre-Rolls",6.84,"g","https://ocs.ca/products/mango-haze-pre-rolls-color-cannabis-mango-haze",7,9.5,23.94,"In stock online",628242801713,4,10,6,13,"Greenhouse",,,,,,"Mango Haze","Sativa Dominant","Mild","Color Cannabis","WeedMD","Color Mango Haze Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. A balanced CBD/THC cultivar that is rich in flavour, its bountiful terpenes of p-cymene, myrcene, pinene, and beta-caryophyllene give this cultivar its signature mango scent. Mango Haze is a sativa-dominant hybrid that produces a mild THC potency potential with genetic cross between Northern Lights, Skunk, and Haze. Our Color Cannabis Pre-Rolls use flower that have been harvested with care, dried naturally, gently milled and then packed into the perfect size pre-roll. Each unit comes with single session size pre-rolls, weighing 0.35g each now available in a convenient 10 pack size.",,"Beta-Caryophyllene, Beta-Myrcene, Farnasene, Linalool","Pre-Roll","[Platinum Cookies Pre-Rolls](https://ocs.ca/products/platinum-cookies-pre-rolls-palmetto)"
106,"2023-12-30","Dried Flower","Color Cannabis","Blueberry Seagal Pre-Roll",6.84,"g","https://ocs.ca/products/blueberry-seagal-pre-rolls-color-cannabis",23.75,0,23.94,"In stock online",628242801881,19,28.5,0,0,"Greenhouse",,"London, ON","London",42.9832406,-81.243372,,"Indica Dominant","Very Strong","Color Cannabis","WeedMD","Blueberry Seagal is an indica-dominant hybrid, hand-selected by Color’s brilliant phenotype hunters. Our Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. This cultivar gives off a sweet floral aroma with very potent THC potential. Blueberry Seagal hits the nose with crisp notes of berry and pepper from naturally occurring terpenes; beta-caryophyllene and nerolidol. Color Cannabis Pre-Rolls use flower that has been harvested with care, dried naturally, gently milled and then packed into the perfect size pre-roll. Each unit comes with single session size pre-rolls, weighing 0.35g each now available in a convenient 10 pack size.",,"Beta-Caryophyllene, Beta-Myrcene, Farnasene, Limonene","Pre-Roll","[Pure Sun CBD Pre-Rolls](https://ocs.ca/products/pure-sun-cbd-pre-rolls-pure-sunfarms)"
107,"2023-12-30","Dried Flower","Color Cannabis","Mango Haze Pre-Roll",13.64,"g","https://ocs.ca/products/mango-haze-pre-roll-color-cannabis",6.5,11,9.55,"In stock online",628242801249,4,9,9,13,"Hybrid-Greenhouse",,"Strathroy, ON","Strathroy",42.9561795,-81.6220202,,"Sativa Dominant","Mild","Color Cannabis","ENTOURAGE BRANDS CORP","Color Mango Haze Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. A balanced CBD/THC cultivar that is rich in flavour, its bountiful terpenes of p-cymene, myrcene, pinene and beta-caryophyllene give this cultivar its signature mango scent. Mango Haze is a sativa-dominant hybrid that produces a mild THC potency potential with genetic cross between Northern Lights, Skunk and Haze. Our Color Cannabis Pre-Rolls use flower that have been harvested with care, dried naturally, gently milled and then packed into the perfect size pre-roll. Each pack comes with two single session sized pre-rolls.",,,"Pre-Roll","[10th Planet Pre-Rolls](https://ocs.ca/products/10th-planet-pre-rolls-countryside)"
110,"2023-12-30","Dried Flower","Color Cannabis","Baked Grape Pie Pre-Roll",13.64,"g","https://ocs.ca/products/baked-grape-pie-pre-roll-color-cannabis",22.25,1,9.55,"In stock online",628242802222,18.5,26,0,2,"Hybrid-Greenhouse",,"Strathroy","Strathroy",42.9561795,-81.6220202,,"Hybrid","Very Strong","Color Cannabis","ENTOURAGE BRANDS CORP","Color Baked Grape Pie hybrid Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. Baked Grape Pie is a hybrid crossed between Grape Pie x CKS & Cream cultivars, with a strong THC potency potential. Its frosty buds give off a peppery, fruity aroma with herbal and sour grape undertones.",,"Bisabolol, Farnasene, Humulene, Limonene, Trans-Caryophyllene","Pre-Roll","[ICC + MAC-1 Pre-Roll Combo Pack](https://ocs.ca/products/icc-mac-1-pre-roll-combo-pack-edison-cannabis-co)"
111,"2023-12-30","Dried Flower","Color Cannabis","Black Sugar Rose Pre-Rolls",,,"https://ocs.ca/products/black-sugar-rose-pre-rolls-color-cannabis",22,1,,,,19,25,0,2,"Hybrid-Greenhouse",,"London","London",42.9832406,-81.243372,,"Indica Dominant","Very Strong","Color Cannabis","WeedMD","Our Black Sugar Rose Pre-Rolls are perfectly packed with gently milled flower, not trim or shake, to ensure each pre-roll contains the freshest and most flavourful cannabis possible. This indica-dominant hybrid is a cross between cultivars Critical Mass and Black Domina with a musky, earthy, floral aroma; dominant in beta-caryophyllene, myrcene and limonene. Color Cannabis Pre-Rolls use flower that have been harvested with care, dried naturally, gently milled and then packed into the perfect size pre-roll. Each unit comes with single size pre-rolls with strong THC potency potential.",,"Alpha-Humulene, Beta-Myrcene, Farnasene, Limonene, Trans-Caryophyllene","Pre-Roll","[33 Splitter](https://ocs.ca/products/33-splitter-true-fire-co-ltd)"
112,"2023-12-30","Dried Flower","Common Ground","Blueberry Muffin Blunt Pre-Roll",10.25,"g","https://ocs.ca/products/blueberry-muffin-blunt-pre-roll-common-ground",21,0.5,10.25,"In stock online",879282000400,18,24,0,1,"Outdoor",,"Dufferin County","Orangeville",43.9193171,-80.0973754,,"Indica Dominant","Very Strong","Common Ground","Diteba Laboratories Inc.","The Blueberry Muffin strain is an indica-dominant hybrid developed from Purple Panty Dropper crossed with Razzle Berry. This sungrown strain produces beautiful uniform buds highlighted with purple accents and frosted crystallized trichomes. Its freshly baked blueberry muffins aroma intoxicates the senses. We hang-dry and carefully cure our buds before preparing the blunts, and packaging them inside FSC-certified tubes. These are freshly sealed inside a 100% recyclable child-resistant pouch for optimal moisture content and shelf life.",,,"Pre-Roll","[Purple Balance Pre-Roll](https://ocs.ca/products/purple-balance-pre-rolls-pinnrz)"
114,"2023-12-30","Dried Flower","Common Ground","Pink Rozay Pre-Roll",6.18,"g","https://ocs.ca/products/pink-rozay-pre-roll-common-ground-pink-rozay",24,0.5,7.45,"In stock online",879282000776,21,27,0,1,"Outdoor",,"Dufferin County","orangeville",43.9193171,-80.0973754,"Lemonchello #10 x Lemon Pound Cake #75","Hybrid","Very Strong","Common Ground","Diteba Laboratories Inc.","Pink Rozay is a hybrid cultivar that was created by crossing Lemonchello #10 x Lemon Pound Cake #75. Pink Rozay bursts with complex flavours, where floral, fruity, nutty, and earthy undertones can be picked up from each batch. Pink Rozay flowers are frosted with muted shades of green and orange.",,"Alpha-Humulene, Bisabolol, Farnasene, Limonene, Myrcene","Pre-Roll","[HHH Pre-Roll](https://ocs.ca/products/hhh-pre-roll-the-bc-bud-co)"
115,"2023-12-30","Dried Flower","Common Ground","MAC Pack Pre-Roll (5x0.5g MAC Stomper; 5x0.5g MAC Pie)",6.18,"g","https://ocs.ca/products/mac-pack-pre-roll-5x0-5g-mac-stomper-5x0-5g-mac-pie-common-ground",23.75,2.5,30.9,"In stock online",879282000899,20.5,27,0,5,"Outdoor",,"Dufferin County","orangeville",43.9193171,-80.0973754,,"Hybrid","Very Strong","Common Ground","Diteba Laboratories Inc.","MAC Pack combines the best of both worlds, MAC Pie and MAC Stomper. MAC Pie is a well-balanced cross of MAC Stomper (M.A.C x Grape Stomper) x Michigan Mouth (Cherry Puff, Cherry Pie and Cherry Pie Breath x Mendobreath f2). MAC Stomper is a new school variety that has rose to fame in the last decade, being a cross of MAC x Grape Stomper OG. Both strains in MAC Pack are rich in minor cannabinoids and terpenes, bursting with sweet cherry flavour and earthy aroma. MAC Pack is packaged in FSC-certified cardboard boxes, and fresh-sealed inside a recyclable, child-resistant pouch, ensuring a consistent consumption experience, every time.",,"Caryophyllene, Limonene","Pre-Roll","[Pineapple Nuken](https://ocs.ca/products/pineaple-nuken-divvy)"
116,"2023-12-30","Dried Flower","Common Ground","Seasonal Mixed Greens Pre-Roll",6.18,"g","https://ocs.ca/products/seasonal-mixed-greens-pre-roll-common-ground",23.5,2.5,30.9,"In stock online",879282000912,19,28,0,5,"Outdoor",,"Dufferin County","orangeville",43.9193171,-80.0973754,,"Hybrid","Very Strong","Common Ground","Diteba Laboratories Inc.","An exciting product that gives consumers an opportunity to experience a variety exclusive strains.  Two different strains per pack, these varieties were grown in small batch and will rotate season to season as available. Fun pairings of fruity, gas, sour and funk, this product provides the consumer the opportunity to try different strains that are not available in the standard Common Ground offerings.  However, once one strain is gone, it’s gone.  Our pre-rolls contain only, trimmed whole ground flower that delivers the flavours and experience that consumers have come to expect. Packaging will detail what strains are currently in the package and it is encouraged for consumers to share their feedback about which strains they prefer best",,"Farnasene, Trans-Caryophyllene","Pre-Roll","[Banjo-GPS](https://ocs.ca/products/grandpas-stash-ouest)"
